id,lead_key,phone,business_name,state,suburb,address,sector_level_1,sector_level_2,sector_level_3,merchant_size_estimate,location_tier,google_rating,google_rating_count
2285007,L_61880226124,61880226124,Soul Deli,NSW,Surry Hills,"212 Riley Street, Surry Hills, NSW 2010",F&B,Dine-in Restaurant,Korean Comfort food Seafood,Large,High,4.5,290
2282986,L_61883312534,61883312534,Yo-Chi Frozen Yogurt (Surry Hills),NSW,Surry Hills,"435 Crown Street, A, Surry Hills, NSW 2010",F&B,Cafe & Dessert,Ice cream and frozen yoghurt Comfort Food Healthy Desserts,Large,High,4.6,964
2283585,L_61885072783,61885072783,Suzuya Japanese Restaurant,NSW,Surry Hills,"210 Devonshire St, Surry Hills, NSW 2010",F&B,Dine-in Restaurant,Japanese Sushi Rice bowls,Large,High,4.6,550
2286021,L_61888844700,61888844700,Normcore Coffee Roasters Wynyard ,NSW,Sydney,"Shop1/37 York St, Sydney, New South Wales 2000",F&B,Cafe & Dessert,Breakfast and brunch Coffee and tea Modern Australian,Large,High,4.3,676
1019030,L_61280680694,61280680694,Cocomadness,NSW,Chatswood,"1 Anderson St, Chatswood, NSWCafes ChatswoodCafe Chatswood",Food & Drink,Cafes Chatswood,,Large,High,3.5,42
992895,L_61282974111,61282974111,Bavarian Bier Cafe - York,NSW,Sydney,"24 York St, SYDNEY CBD, NSW, 2000",Restaurants & Bistros,Restaurants & Bistros,,Large,High,4.2,4143
1015398,L_61282982701,61282982701,Cafe Sopra at Fratelli Fresh,NSW,Sydney,"5-11 Bridge St, Sydney, NSW, 2000",Restaurant,Restaurants,Tripadvisor 655 Â· Italian restaurant,Large,High,4.2,5302
989475,L_61283569955,61283569955,Big Boy Thai,NSW,Darlinghurst,"1/ 82 Stanley St, DARLINGHURST, NSW, 2010",Restaurant,Restaurants & Bistros,Thai restaurant,Large,High,4.4,477
1014474,L_61286787205,61286787205,True Blue Sydney St Takeaway,NSW,Sydney,"46 Sydney St, St Marys, NSW, 2760",Restaurants,Takeaways,,Large,High,3,24
1010231,L_61288728584,61288728584,Gothenburg Pizza,NSW,Parramatta,"269 Church St,Parramatta,NSW,2150",Restaurants,Takeaways,,Large,High,4.9,11
1003118,L_61292110703,61292110703,Naruto Japanese Kitchen,NSW,Surry Hills,"103 Devonshire St,Surry Hills,NSW,2010",Restaurant,Restaurants,Japanese restaurant,Large,High,4.3,1151
998862,L_61292123998,61292123998,Gungho Eurasian Cusine,NSW,Haymarket,"Her Majestys Theater, HAYMARKET, NSW, 2000",Restaurant,Restaurants & Bistros,Asian fusion restaurant,Large,High,1,2
998702,L_61292126786,61292126786,Aashyana Indian Cuisine,NSW,Sydney,"Dixon House, SYDNEY CBD, NSW, 2000",Restaurants & Bistros,Restaurants & Bistros,,Large,High,4.1,273
1041950,L_61292311736,61292311736,Le Gateaux Cafe,NSW,Sydney,"P50 Centrepoint, SYDNEY CBD, NSW, 2000",Food Retailers,Cake & Pastry Retailers,,Large,High,4.5,359
991383,L_61292311920,61292311920,Imperial 28 Restaurant,NSW,Sydney,"168 Pitt St, SYDNEY CBD, NSW, 2000",Restaurants & Bistros,Restaurants & Bistros,,Large,High,4.2,1589
1006691,L_61292324227,61292324227,Japanese Restaurant Hazuki,NSW,Sydney,"175 Pitt St, Sydney, NSW 2000",Restaurant,Restaurants,Japanese restaurant,Large,High,4.6,65
991998,L_61292326456,61292326456,Gallipoli Memorial Club Dugout Restaurant,NSW,Sydney,"2 Castlereagh St, SYDNEY CBD, NSW, 2000",Restaurants & Bistros,Restaurants & Bistros,Social club,Large,High,,
996923,L_61292387088,61292387088,JP Bastiani,NSW,Sydney,"68 Market Street, SYDNEY CBD, NSW, 2000",Restaurants & Bistros,Restaurants & Bistros,,Large,High,,
1045327,L_61292411679,61292411679,Take N Taste,NSW,Sydney,"Shop 3A, 2 Bridge St, Sydney, NSW, 2000",Restaurants,Takeaways,Restaurant,Large,High,4.8,751
1017212,L_61292417300,61292417300,Toast Food Catering & Events,NSW,Sydney,"38 Young Street, Sydney, NSW 2000",Food & Drink,Restaurants,,Large,High,4.9,96
1016994,L_61292475422,61292475422,Aesops Restaurant,NSW,Sydney,"131 Macquarie Street, Sydney, NSW 2000",Food & Drink,Restaurants,,Large,High,4.5,1238
997145,L_61292479969,61292479969,In The Mood For Thai,NSW,Darlinghurst,"70 Stealey St, DARLINGHURST, NSW, 2010",Restaurants & Bistros,Restaurants & Bistros,,Large,High,4.2,812
1019636,L_61292514866,61292514866,Aria Wine Company,NSW,Sydney,"Suite 15/ 44 Bridge St, Sydney, NSW 2000",Food and Beverages,Alcoholic Beverages,,Large,High,4.2,25
991724,L_61292525284,61292525284,Rd's Cafe,NSW,Sydney,"187 Kent St, SYDNEY CBD, NSW, 2000",Restaurants & Bistros,Restaurants & Bistros,Restaurant,Large,High,4,3
1014536,L_61292611877,61292611877,Crescent,NSW,Sydney,"468-472 George St, Sydney, NSW, 2000",Restaurant,Restaurants,Bar,Large,High,4.4,14
1003695,L_61292614996,61292614996,Silver Chopsticks,NSW,Sydney,"110b Bathurst St, Sydney, NSW, 2000",Restaurant,Takeaways,Chinese restaurant,Large,High,3.7,717
1045276,L_61292615664,61292615664,Cafe Kreme,NSW,Sydney,"Shop 3-4, 149 Castlereagh St, Sydney, NSW, 2000",Restaurants,Takeaways,Restaurant,Large,High,4.3,2553
1023904,L_61292815701,61292815701,Jade Tavern,NSW,Haymarket,"Aarons Hotel Building Basement Level, Haymarket, NSW 2000",Restaurant,Horses,Bistro,Large,High,,
1026240,L_61292833835,61292833835,Momiji Japanese Catering Service,NSW,Sydney,"Shop 4 303 Pitt St, Sydney, NSW 2000",Food Service,Catering,,Large,High,4.7,119
1019824,L_61292834014,61292834014,The Massive Munch Cafe,NSW,Sydney,"Shop8/ 201 Elizabeth St, Sydney, NSWCafes SydneyCafe Sydney",Food & Dining,Cafes Sydney,,Large,High,4.3,3
1016573,L_61293196377,61293196377,Casapueblo Restaurant,NSW,Surry Hills,"474 Cleveland Street, Surry Hills, NSW 2010",Food & Drink,Restaurants,,Large,High,4.6,7111
1037167,L_61293315390,61293315390,Tum Tum's Thai Takeaway,NSW,Darlinghurst,"199 Darlinghurst Rd, DARLINGHURST, NSW, 2010",Food & Drink,"Take Away Food, Pizza, Fish & Chips Shops",,Large,High,,
996916,L_61293564699,61293564699,Num Num Spice Bar Restaurant,NSW,Darlinghurst,"68 Darlinghurst Rd, KINGS CROSS, NSW, 2011",Restaurants & Bistros,Restaurants & Bistros,Restaurant,Large,High,4.7,53
1044132,L_61294221234,61294221234,Simone's Cakes,NSW,Chatswood,"333 West, Chatswood, NSW 2067",Desserts & Sweets,Desserts & Sweets,,Large,High,4.9,87
1014752,L_61296832799,61296832799,Keg Restaurant,NSW,Parramatta,"486 Church St, Parramatta, NSW, 2150",Restaurants,Takeaways,,Large,High,4.3,2508
996054,L_61296831288,61296831288,Thai Garden House Restaurant,NSW,Parramatta,"526 Church St, NORTH PARRAMATTA, NSW, 2151",Restaurants & Bistros,Restaurants & Bistros,,Large,High,4.4,757
994147,L_61296873779,61296873779,Fahrenheit Grill Lebanese Charcoal Chicken,NSW,Parramatta,"325-327 Church St, PARRAMATTA, NSW, 2150",Restaurant,Restaurants & Bistros,Thai restaurant,Large,High,4.4,1199
1030020,L_61297645405,61297645405,Pablo & Rusty's Espresso & Bar,NSW,Sydney,"Jacaranda Sq, SYDNEY OLYMPIC PARK, NSW, 2127",Food & Beverage,Cafes & Snack bars,,Large,High,4.3,758
1017120,L_61298802845,61298802845,Rodney Hyman Asset Services,NSW,Sydney,"Level 25 Chifley Tower, Sydney, NSW 2000",Food & Drink,Restaurants,Real estate agent,Large,High,,
994179,L_61298938283,61298938283,Julie's Confectionery,NSW,Parramatta,"33 Crimea St, PARRAMATTA, NSW, 2150",Restaurant,Confectionery Manufacturing &/or Distributors,Bakery,Large,High,4.4,176
1032803,L_61298938908,61298938908,"Donut King, Parramatta",NSW,Parramatta,"Level 1, Shop 1100 Westfield Shoppingtown, PARRAMATTA, NSW, 2150",Food Retailers,Cake & Pastry Retailers,,Large,High,4.7,9
1026383,L_61298939906,61298939906,Rodica's Restaurant & Bar,NSW,Parramatta,"Church St,Parramatta,NSW,2150",Restaurants,Takeaways,,Large,High,3,1
1045321,L_61299559699,61299559699,Select Au North Sydney,NSW,North Sydney,"Shop 39, 155 Miller St Tower Square, 155 Miller St, North Sydney, NSW, 2060",Restaurant,Mobile Phones Retailers,Cafe,Large,High,5,63
1037623,L_61299572384,61299572384,Perfect Health,NSW,North Sydney,"4/99 Walker St, NORTH SYDNEY, NSW, 2060",Food & Drink,"Take Away Food, Pizza, Fish & Chips Shops",Restaurant,Large,High,5,15
1015083,L_61299774477,61299774477,Garlos Pies Manly,NSW,Sydney,"5 Sydney Rd, Manly, NSW, 2095",Restaurants,Takeaways,,Large,High,4.5,44
914020,L_61409850023,61409850023,FMFITS,NSW,Darlinghurst,"208/221 Darlinghurst Rd, Darlinghurst NSW 2010, Australia",F&B,Dine-in Restaurant,West African restaurant,Large,High,,
1038149,L_61412368558,61412368558,Savor Tea,NSW,Surry Hills,"Shop 3 435 Bourke St, SURRY HILLS, NSW, 2010",Food & Beverage Retailing,Tea Retailers & Wholesaling,Restaurant,Large,High,4.4,30
1022405,L_61424186546,61424186546,Bun Gallery,NSW,Haymarket,"79 Shop 2 Quay St, HAYMARKET NSW 2000 HAYMARKET NSW 2000, NSW 2000",Restaurant,Restaurants,Facebook 15 Â· Chinese restaurant,Large,High,,
2312963,L_61282174700,61282174700,Food Van,NSW,Darlinghurst,"Burton Street, Darlinghurst NSW 2010",F&B,Others,meals,Large,High,4.7,48
2313047,L_61283990940,61283990940,Cafe Zoe,NSW,Surry Hills,"688 Bourke Rd Surry Hills, Sydney NSW 2010",F&B,Dine-in Restaurant,Cafe,Large,High,4.6,546
2313078,L_61286685666,61286685666,Curries In Surry,NSW,Surry Hills,"421 Cleveland St Surry Hills, Sydney NSW 2010",F&B,Dine-in Restaurant,Restaurants,Large,High,4.7,1795
2313197,L_61291845882,61291845882,Krispy Kreme Sydney T2,NSW,Sydney,"Concourse Food Court Level 2 T2 Domestic Terminal Sydney Airport, Mascot, New South Wales, 2020, Australia",F&B,Others,Food  drink,Large,High,3.7,207
2312830,L_61245726817,61245726817,Frosty Sydney Central,NSW,Sydney,2 Avon Place 2756 Sydney - Windsor Downs,F&B,Cafe & Dessert,Ice Cream Shop,Large,High,3.8,753
2313326,L_61292325889,61292325889,Filling Station,NSW,Sydney,59-60 Centrepoint Shopping Centre Sydney NSW 2000,F&B,Dine-in Restaurant,Restaurant,Large,High,4.1,310
1016624,L_61292314983,61292314983,Chicken Confidential,NSW,Sydney,"L1-F3, Level 1 Chifley Plaza, No.2 Chifley Square, Sydney, NSW 2000",Food & Drink,Restaurants,Restaurant,Large,High,4.7,123
2313331,L_61292327844,61292327844,N'Tice At Chifley - Corporate Catering,NSW,Sydney,Shp24/ 2 Chifley Sq Sydney NSW 2000,F&B,Dine-in Restaurant,Cafe,Large,High,5,1
2313653,L_61292994646,61292994646,Wynstop,NSW,Sydney,Shop W06 291 George St Sydney NSW 2000,F&B,Cafe & Dessert,Cake Shops,Large,High,4,676
1005475,L_61293604145,61293604145,Darlo Thai,NSW,Darlinghurst,"146 Burton St,Darlinghurst,NSW,2010",Restaurant,Restaurants,Thai restaurant,Large,High,4.8,554
2251376,L_61415153875,61415153875,Downtown MoMo,NSW,Parramatta,"12 Union St, Parramatta NSW 2150, Australia",F&B,Dine-in Restaurant,Restaurant,Large,High,4.7,260
2312828,L_61244440000,61244440000,Jill Burgers,NSW,Sydney,197 Military Road 2089 Sydney - Neutral Bay,F&B,Dine-in Restaurant,Restaurant,Large,High,5,1
2312875,L_61279020795,61279020795,Little Shop Of Waffles,NSW,Sydney,35 Dalley Street 2096 Sydney - Queenscliff,F&B,Quick-Service / Takeaway,Fast Food,Large,High,3.6,540
2312919,L_61280728003,61280728003,Cafe Contessa - Westfield Sydney,NSW,Sydney,Lvl 4 Shop 4037 86-100 Market St Sydney NSW 4037,F&B,Dine-in Restaurant,Cafe,Large,High,4,1
2312992,L_61282625700,61282625700,Bayswiss Pty Ltd,NSW,Sydney,644 George St Sydney NSW 2000,F&B,Dine-in Restaurant,Cafe,Large,High,,
2313063,L_61285710616,61285710616,Signorelli Gastronomia,NSW,Pyrmont,"48 Trouton Pl Pyrmont, Sydney NSW 2009",F&B,Dine-in Restaurant,Restaurants,Large,High,4,35
2313071,L_61286318583,61286318583,Fibonacci Coffee Southridge House,NSW,Sydney,2 Southridge Street 2766 Sydney - Eastern Creek,F&B,Quick-Service / Takeaway,Fast Food,Large,High,4.5,30
1004848,L_61293324206,61293324206,Playa Takeria,NSW,Darlinghurst,"132 Darlinghurst Rd,Darlinghurst,NSW,2010",Restaurant,Restaurants,Mexican restaurant,Large,High,4.8,145
2312876,L_61280016760,61280016760,Sky Venue,NSW,Sydney,Sydney Westfield Ctr Sydney NSW 2000,F&B,Dine-in Restaurant,Restaurants,Large,High,4.3,386
2312945,L_61280959688,61280959688,La Banette Patisserie,NSW,Sydney,"18 Glebe Point Rd Glebe, Sydney NSW 2037",F&B,Cafe & Dessert,Cake Shops,Large,High,4.5,147
2313156,L_61290239696,61290239696,Clark's On Kent,NSW,Sydney,Sydney NSW 2000,F&B,Dine-in Restaurant,Restaurants,Large,High,4,694
2313321,L_61292324108,61292324108,Tokyo Roll,NSW,Sydney,7 Hunter Street Sydney NSW 2000,F&B,Dine-in Restaurant,Restaurant,Large,High,4.6,136
2313345,L_61292338838,61292338838,Momo Espresso,NSW,Sydney,Shp2/ 65 Elizabeth St Sydney NSW 2000,F&B,Dine-in Restaurant,Restaurants,Large,High,,
2313716,L_61293260299,61293260299,Xford Xpress Convenience Store,NSW,Darlinghurst,127 Oxford Street Darlinghurst NSW 2010,F&B,Others,Food,Large,High,5,2
2249547,L_61238193218,61238193218,Button Bar and The Lab,NSW,Sydney,"414 Kent St, Sydney NSW 2010, Australia",F&B,Bar / Pub / Nightlife,Cocktail bar,Large,High,4.4,1836
2312916,L_61280684902,61280684902,By The Terrace Cafe,NSW,Sydney,4/ 51 Druitt St Sydney NSW 2000,F&B,Dine-in Restaurant,Cafe,Large,High,3.9,1072
2312983,L_61282469207,61282469207,The Cupcake Bakery,NSW,Sydney,Lvl 2 Shop 2020b 86-100 Market St Sydney NSW 2020,F&B,Dine-in Restaurant,Cafe,Large,High,4.6,453
2307669,L_61286775226,61286775226,Social Hideout Parramatta,NSW,Parramatta,"Shop 2a/20 Victoria Rd, Parramatta NSW 2150, Australia",F&B,CafÃ© & Dessert,Cafe,Large,High,3.7,1277
2313124,L_61289151899,61289151899,Slide,NSW,Darlinghurst,"41 Oxford St Darlinghurst, Sydney NSW 2010",F&B,Dine-in Restaurant,Restaurants,Large,High,4.5,152
2313222,L_61292111993,61292111993,Kamikaze Teppanyaki,NSW,Sydney,Shop 347/ 2 Darling Drv Sydney NSW 2000,F&B,Dine-in Restaurant,Restaurants,Large,High,4.4,763
1017239,L_61294383941,61294383941,Bai Yok Thai,NSW,Crows Nest,"330 Pacific Hwy, Crows Nest, NSW 2065",Food & Drink,Restaurants,Restaurant,Large,High,4.4,96
1020215,L_61295661000,61295661000,MFC Pyrmont,NSW,Pyrmont,"261 Harris St, Pyrmont, NSWGroceries PyrmontGrocery Stores PyrmontSupermarkets Pyrmont",Groceries,Groceries Pyrmont,,Large,High,,
2285677,L_61427722217,61427722217,Dan's Fried Chicken,NSW,Chatswood,"65 Albert Ave, Shop 225, Chatswood, NSW 2067",F&B,Others,Chicken Comfort food Australian,Large,High,4.5,478
1303283,L_61433068155,61433068155,Coco bubble tea Westfield Parramatta,NSW,Parramatta,"Westfield Parramatta, Shop 3004, Parramatta NSW 2150, Australia",F&B,Cafe & Dessert,Bubble tea store,Large,High,4.5,36
2312957,L_61282060990,61282060990,Indian Ocean Rim Assett Management Pty Ltd,NSW,Sydney,11/ 131 Macquarie St Sydney NSW 2000,F&B,Dine-in Restaurant,Restaurants,Large,High,,
2313043,L_61283983148,61283983148,Passiontree Velvet,NSW,Sydney,"k225/1 Bay St Glebe, Sydney NSW 2037",F&B,Cafe & Dessert,Wedding Cakes,Large,High,4.1,285
2313245,L_61292122166,61292122166,Coco Mexico Waterloo,NSW,Sydney,3 Archibald Avenue 2017 Sydney,F&B,Quick-Service / Takeaway,Fast Food,Large,High,3,1
2313249,L_61292123206,61292123206,Mei Chen Xiang Food Store Co,NSW,Haymarket,8 Quay Street Haymarket NSW 2000,F&B,Others,Food,Large,High,4.1,173
2313272,L_61292214715,61292214715,North Indian Flavour,NSW,Sydney,436 George St Sydney NSW 2000,F&B,Dine-in Restaurant,Restaurants,Large,High,3.6,359
2313310,L_61292315038,61292315038,St James Gourmet,NSW,Sydney,111 Elizabeth Street Sydney NSW 2000,F&B,Dine-in Restaurant,Restaurant,Large,High,4.7,972
1042820,L_61292503100,61292503100,The Cabana,NSW,Sydney,"199 George Street, Sydney, NSW 2000",Food and Beverages,Alcoholic Beverages,Restaurant,Large,High,4.3,595
1032807,L_61292831268,61292831268,"Donut King, Sydney",NSW,Sydney,"The Pavillion, SYDNEY CBD, NSW, 2000",Food Retailers,Cake & Pastry Retailers,Restaurant,Large,High,4.3,139
2313657,L_61292995862,61292995862,Michel's Patisserie,NSW,Sydney,"Shop 4, 50 Clarence St Sydney NSW 2000",F&B,Cafe & Dessert,Cake Shops,Large,High,3.8,100
2313663,L_61292999127,61292999127,ROLL’D KENT STREET,NSW,Sydney,"Shop No. R04, 275 Kent Street Sydney NSW 2000",F&B,Dine-in Restaurant,Restaurants,Large,High,3.4,40
1305961,L_61401361105,401361105,Smokin' Texas Grill & BBQ Catering,NSW,Surry Hills,"Unit 44/61-89 Buckingham St, Surry Hills NSW 2010",F&B,Others,Catering food and drink supplier,Large,High,5,26
2313305,L_61292313981,61292313981,China Lane Pty Ltd,NSW,Sydney,Angel Place Shp2/ 123 Pitt St Sydney NSW 2000,F&B,Dine-in Restaurant,Restaurants,Large,High,4.5,1113
2313315,L_61292320188,61292320188,Angel Cafe Bar-Licensed,NSW,Sydney,Shop 10 Angel Pl Sydney NSW 2000,F&B,Dine-in Restaurant,Cafe,Large,High,4.1,858
2313349,L_61292351428,61292351428,Reflections Coffee Lounge,NSW,Sydney,420 George St Sydney NSW 2000,F&B,Dine-in Restaurant,Cafe,Large,High,,
2313646,L_61292993276,61292993276,Zolies On Jamison Restaurant,NSW,Sydney,5 York St Sydney NSW 2000,F&B,Dine-in Restaurant,Restaurants,Large,High,4.4,2143
2313661,L_61292998583,61292998583,Benz On York,NSW,Sydney,Shp 2/ 83 York St Sydney NSW 2000,F&B,Dine-in Restaurant,Cafe,Large,High,4.3,1649
1020197,L_61296308595,61296308595,Spar Supermarket,NSW,Parramatta,"51- 53 Albert St, North Parramatta, NSWGroceries North ParramattaGrocery Stores North ParramattaSupermarkets North Parramatta",Groceries,Groceries North Parramatta,,Large,High,3.9,226
2312831,L_61245738658,61245738658,Homers Windsor,NSW,Sydney,501 George Street 2756 Sydney - South Windsor,F&B,Quick-Service / Takeaway,Fast Food,Large,High,4.2,109
2312906,L_61280543221,61280543221,Bhajiya,NSW,Surry Hills,"454 Cleveland Street Surry Hills, Sydney NSW 2010",F&B,Dine-in Restaurant,Restaurants,Large,High,4,1880
2312920,L_61280729999,61280729999,Spiedo Restaurant & Bar,NSW,Sydney,Westfield Shp6004-6005/ 188 Pitt St Sydney NSW 6004,F&B,Dine-in Restaurant,Restaurants,Large,High,,
1040338,L_61292835703,61292835703,Fire Station Espresso Bar,NSW,Sydney,"Shop 1, 209 Castlereagh St, Sydney, NSW, 2000",Restaurant,Takeaways,Cafe,Large,High,,
2313642,L_61292991030,61292991030,Cafe Capriccio,NSW,Sydney,7/ 272 Kent St Sydney NSW 2000,F&B,Dine-in Restaurant,Restaurants,Large,High,,
2276195,L_61425607887,61425607887,Kopi Indulgence,NSW,Surry Hills,"44 Holt St, Surry Hills NSW 2010, Australia",F&B,Cafe & Dessert,Coffee shop,Large,High,,
2312902,L_61280395300,61280395300,Nepean River Dairy,NSW,Sydney,7 Gibbon Road 2153 Sydney - Winston Hills,F&B,Cafe & Dessert,Ice Cream Shop,Large,High,,
2313286,L_61292235086,61292235086,ROLL’D CHIFLEY PLAZA,NSW,Sydney,"Tenancy L1.F7, 2 Chifley Square Sydney NSW 2000",F&B,Dine-in Restaurant,Restaurants,Large,High,,
2313325,L_61292325250,61292325250,Pittstop Cafe,NSW,Sydney,Cnr Pitt St & Angel Plc Sydney NSW 2000,F&B,Dine-in Restaurant,Cafe,Large,High,,
2313327,L_61292326114,61292326114,Bar Milani,NSW,Sydney,Glasshouse Mall Shopping Centre Sydney NSW 2000,F&B,Dine-in Restaurant,Restaurant,Large,High,,
2313347,L_61292350775,61292350775,Cafe Villa Bellini,NSW,Sydney,12 O'Connell Street Sydney NSW 2000,F&B,Dine-in Restaurant,cafe,Large,High,,
2287656,L_61411474027,411474027,Toyo Sushi,NSW,Parramatta,"Parramatta Campus, Building EG, NSW Australia",F&B,Others,food,Large,High,,
1303256,L_61278055213,61278055213,O Chicken,NSW,Parramatta,"Shop 1152, Level 1 ,Westfield, Parramatta NSW 2150, Australia",F&B,Dine-in Restaurant,Korean restaurant,Large,High,,
2313265,L_61292212101,61292212101,Crema Espresso Bar,NSW,Sydney,Sydney NSW 2000,F&B,Dine-in Restaurant,Cafe,Large,High,,
2313274,L_61292217825,61292217825,Mc Donald's Family Restaurant,NSW,Sydney,Shop 9 Martin Place Shopping Circle Sydney NSW 2000,F&B,Dine-in Restaurant,Restaurant,Large,High,,
1007329,L_61292836861,61292836861,China Star Pty Ltd,NSW,Sydney,"1909/ Shop 1, 348-354 Sussex St, Sydney, NSW, 2000",Restaurants,Takeaways,Restaurant,Large,High,,
2314049,L_61295472578,61295472578,Stand M,NSW,Sydney,George Street 2000 Sydney,F&B,Quick-Service / Takeaway,Fast Food,Large,High,,
2313246,L_61292122256,61292122256,Boss The,NSW,Surry Hills,78 Devonshire Street Surry Hills NSW 2010,F&B,Dine-in Restaurant,Restaurant,Large,High,,
2310817,L_61292626988,61292626988,Suriya Thai,NSW,Sydney,"20 Sussex St, Sydney NSW 2000, Australia",F&B,International Restaurant,Thai restaurant,Large,High,,
2313649,L_61292993933,61292993933,Madisons on York,NSW,Sydney,10 York Street Sydney NSW 2000,F&B,Dine-in Restaurant,Restaurant,Large,High,,
2285443,L_61433194594,61433194594,Bay Pizza,NSW,North Sydney,"4 Bay Rd, Shop 1, North Sydney, New South Wales 2060",F&B,Dine-in Restaurant,Pizza Pasta Italian,Large,High,,
2312981,L_61282469060,61282469060,Kung Fu Kitchen,NSW,Sydney,"Level 2, Store 2020a 188 Pitt St Sydney NSW 2020",F&B,Dine-in Restaurant,Cafe,Large,High,,
2250225,L_61283858654,61283858654,Plant Patty Darlinghurst,NSW,Darlinghurst,"Located inside Pattysmiths, Shop 1/314 Victoria St, Darlinghurst NSW 2010, Australia",F&B,Dine-in Restaurant,Vegetarian restaurant,Large,High,,
2313059,L_61285424292,61285424292,Mac n G’s - Crows Nest,NSW,Crows Nest,"23 Willoughby Rd, Crows Nest, New South Wales, 2065, Australia",F&B,Others,Food  drink,Large,High,,
2313135,L_61289649581,61289649581,Kapadokya,NSW,Sydney,"71 Glebe Point Rd Glebe, Sydney NSW 2037",F&B,Dine-in Restaurant,Cafe,Large,High,,
2313637,L_61292990015,61292990015,Espressino,NSW,Sydney,Shop 4/ 50 Clarence St Sydney NSW 2000,F&B,Dine-in Restaurant,Cafe,Large,High,,
1312167,L_61456796999,61456796999,Sweet Lu Chinatown,NSW,Haymarket,"2a/63 Dixon St, Haymarket NSW 2000, Australia",F&B,Cafe & Dessert,Dessert shop,Large,High,,
2312960,L_61282112732,61282112732,Hit Equipment Australia,NSW,Sydney,"RBS Tower, Lvl 31, 88 Philip St Sydney NSW 2000",F&B,Others,Catering Supplies Service and Equipment,Large,High,,
2312998,L_61282747900,61282747900,Guylian Belgium Chocolate Cafe,NSW,Sydney,Opera Quays shop 10 / 3 Macquarie St Sydney NSW 2000,F&B,Dine-in Restaurant,Cafe,Large,High,,
2313235,L_61292117828,61292117828,TAI HE TANG INTERNATIONAL TRADING DEVELOPMENT PTY. LTD.,NSW,Sydney,Shop 2106 9-13 Hay St Sydney NSW 2106,F&B,Dine-in Restaurant,Cafe,Large,High,,
2314060,L_61295521220,61295521220,Himalayan Chargrill Glebe,NSW,Sydney,"41 Glebe Point Rd Glebe, Sydney NSW 2037",F&B,Dine-in Restaurant,Restaurants,Large,High,,
2312870,L_61278090809,61278090809,Krispy Kreme Parramatta Level 1,NSW,Parramatta,"Level 1, Shop 1167 Westfield Parramatta Zone G, 159-175 Church St, Parramatta, New South Wales, 2150, Australia",F&B,Others,Food  drink,Large,High,,
2312910,L_61280652895,61280652895,Malacca Thai Pty Ltd,NSW,Sydney,233 Castlereagh St Sydney NSW 2000,F&B,Dine-in Restaurant,Restaurants,Large,High,,
2313053,L_61283993700,61283993700,Cafe 506,NSW,Sydney,"Shp 26/ 506 Botany Rd Alexandria, Sydney NSW 2015",F&B,Dine-in Restaurant,Cafe,Large,High,,
2313098,L_61287643126,61287643126,4 Burgers Sake,NSW,Sydney,64 Beaconsfield Street 2212 Sydney - Revesby,F&B,Bar / Pub / Nightlife,Café Bar  Club,Large,High,,
2313121,L_61288835518,61288835518,Regali Dolci,NSW,Sydney,33 Main Street 2155 Sydney - Rouse Hill,F&B,Cafe & Dessert,Ice Cream Shop,Large,High,,
2313296,L_61292297755,61292297755,Expresso GPO,NSW,Sydney,"Lower Ground Fl, GPO No.1 Martin Place Sydney NSW 2000",F&B,Dine-in Restaurant,Cafe,Large,High,,
2313308,L_61292314737,61292314737,Peters Pastry & Pasta,NSW,Sydney,4C Tank Stream Arcade Sydney NSW 2000,F&B,Dine-in Restaurant,Restaurant,Large,High,,
2313311,L_61292315163,61292315163,Palms Restaurant & Coffee Lounge,NSW,Sydney,G323 197 Pitt Street Sydney NSW 2000,F&B,Dine-in Restaurant,Restaurant,Large,High,,
2313647,L_61292993370,61292993370,Primavera Espresso Bar,NSW,Sydney,Shp 2/ 120 Sussex St Sydney NSW 2000,F&B,Dine-in Restaurant,Cafe,Large,High,,
2313654,L_61292995218,61292995218,Bar Xpresso,NSW,Sydney,Shp1/ 45 Clarence St Sydney NSW 2000,F&B,Dine-in Restaurant,Cafe,Large,High,,
2313669,L_61293040001,61293040001,Yees Yogurt ????,NSW,Sydney,405 Sussex Street 2000 Sydney - Haymarket,F&B,Cafe & Dessert,Ice Cream Shop,Large,High,,
2312899,L_61280344036,61280344036,Jazzy Cafe Bar,NSW,Surry Hills,"212 Devonshire St, Surry Hills, New South Wales, 2010, Australia",F&B,Others,Food  drink,Large,High,,
2312918,L_61280688882,61280688882,Soul Origin,NSW,Sydney,7 Hunter St Sydney NSW 2000,F&B,Dine-in Restaurant,Cafe,Large,High,,
2312984,L_61282469215,61282469215,Le Pain Quotidien,NSW,Sydney,L 4 Pitt St Sydney NSW 2000,F&B,Dine-in Restaurant,Cafe,Large,High,,
2313316,L_61292320877,61292320877,Society Caffe Bar,NSW,Sydney,Grnd Flr/ 169 Phillip St Sydney NSW 2000,F&B,Dine-in Restaurant,Cafe,Large,High,,
2313317,L_61292321179,61292321179,Creative Crepes,NSW,Sydney,19-29 Martin Pl Sydney NSW 2000,F&B,Dine-in Restaurant,Cafe,Large,High,,
2313849,L_61293616617,61293616617,Sweet Art Pty Ltd,NSW,Sydney,"96 Oxford St Paddington, Sydney NSW 2021",F&B,Cafe & Dessert,Cake Shops,Large,High,,
